id,mammal_id,spcrecid,kingdom,phylum,class,order_team,family,genus,species,authority,infraspecific_rank,infraspecific_name,infraspecific_authority,stock_subpopulation,synonyms,common_names_eng,common_names_fre,common_names_spa,red_list_status_id,red_list_criteria,red_list_criteria_version,year_assessed,population_trend,petitioned,mass,guild,wpi_include
1,42641,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Abditomys,latidens,"(Sanborn, 1952)",,,,,,Luzon Broad-toothed Rat,,,7,,3.1,2008,unknown,N,,,
2,17879,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Abeomelomys,sevia,"(Tate & Archbold, 1935)",,,,,,"Highland Brush Mouse, Menzies' Mouse",,,8,,3.1,2008,unknown,N,,,
3,16,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrawayaomys,ruschii,"Cunha & Cruz, 1979",,,,,,Rushi's Rat,,,8,,3.1,2008,unknown,N,,,
4,42656,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ABROCOMIDAE,Abrocoma,bennettii,"Waterhouse, 1837",,,,,,Bennett's Chinchilla Rat,,,8,,3.1,2008,unknown,N,,,
5,18,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ABROCOMIDAE,Abrocoma,boliviensis,"Glanz & Anderson, 1990",,,,,,"Bolivian Chinchilla Rat, Bolivian Chincilla Rat",,,3,"B1ab(i,ii,iii)",3.1,2008,decreasing,N,,,
6,136334,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ABROCOMIDAE,Abrocoma,budini,"Thomas, 1920",,,,,,Budins Chinchilla Rat,,,7,,3.1,2008,unknown,N,,,
7,42657,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ABROCOMIDAE,Abrocoma,cinerea,"Thomas, 1919",,,,,,Ashy Chinchilla Rat,,,8,,3.1,2008,stable,N,,,
8,136367,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ABROCOMIDAE,Abrocoma,famatina,"Thomas, 1920",,,,,,Famatina Chinchilla Rat,,,7,,3.1,2008,unknown,N,,,
9,136525,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ABROCOMIDAE,Abrocoma,shistacea,"Thomas, 1921",,,,,,Sierra Del Tontal Chinchilla Rat,,,7,,3.1,2008,unknown,N,,,
10,136302,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ABROCOMIDAE,Abrocoma,uspallata,"Braun & Mares, 2002",,,,,,Uspallata Chinchilla Rat,,,7,,3.1,2008,unknown,N,,,
11,136546,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,ABROCOMIDAE,Abrocoma,vaccarum,"Thomas, 1921",,,,,,Mendozan Chinchilla Rat,,,7,,3.1,2008,unknown,N,,,
12,4803,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,andinus,"(Philippi, 1858)",,,,,,"Andean Akodont, Andean Altiplano Mouse",,,8,,3.1,2008,unknown,N,,,
13,734,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,hershkovitzi,"(Patterson, Gallardo & Freas, 1984)",,,,,,"Hershkovitzs Akodont, Hershkovitz's Grass Mouse",,,8,,3.1,2008,stable,N,,,
14,735,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,illuteus,"Thomas, 1925",,,,,,"Gray Akodont, Gray Grass Mouse",,,9,,3.1,2008,decreasing,N,,,
15,4804,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,jelskii,"(Thomas, 1894)",,,,,,Jelski's Altiplano Mouse,,,8,,3.1,2008,stable,N,,,
16,740,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,lanosus,"(Thomas, 1897)",,,,,,"Woolly Grass Mouse, Wooly Akodont",,,8,,3.1,2008,stable,N,,,
17,743,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,longipilis,"(Waterhouse, 1837)",,,,,,"Long-haired Akodont, Long-haired Grass Mouse",,,8,,3.1,2008,decreasing,N,,,
18,745,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,markhami,"(Pine, 1973)",,,,,,Markham's Grass Mouse,,,8,,3.1,2008,stable,N,,,
19,751,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,olivaceus,"(Waterhouse, 1837)",,,,,,Olive Grass Mouse,,,8,,3.1,2008,stable,N,,,
20,754,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Abrothrix,sanborni,"(Osgood, 1943)",,,,,,Sanborn's Grass Mouse,,,9,,3.1,2008,decreasing,N,,,
21,137,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Acerodon,celebensis,"Peters, 1867",,,,,,"Sulawesi Acerodon, Sulawesi Flying-fox, Sulawesi Fruit Bat",,Zorro Volador De Las Célebes,8,,3.1,2008,unknown,N,,,
22,138,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Acerodon,humilis,"K. Andersen, 1909",,,,,,"Talaud Acerodon, Talaud Flying-fox, Talaud Fruit Bat",,Zorro Volador De Talaud,4,"B1ab(iii,v)",3.1,2008,decreasing,N,,,
23,139,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Acerodon,jubatus,"(Eschscholtz, 1831)",,,,,,"Golden-capped Fruit Bat, Golden-crowned Flying Fox",,Zorro Volador Filipino,4,A2cd,3.1,2008,decreasing,N,,,
24,140,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Acerodon,leucotis,"(Sanborn, 1950)",,,,,,"Palawan Flying Fox, Palawan Fruit Bat",,Zorro Volador De Calamian,5,A4cd,3.1,2008,decreasing,N,,,
25,142,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Acerodon,mackloti,"(Temminck, 1837)",,,,,,"Sunda Flying-fox, Sunda Fruit Bat",,Zorro Volador De Macklot,5,A3cd,3.1,2008,decreasing,N,,,
26,219,,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Acinonyx,jubatus,"(Schreber, 1775)",,,,,,"Cheetah, Hunting Leopard",Guépard,"Chita, Guepardo",5,A2acd; C1,3.1,2008,decreasing,N,,,
27,44936,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,airensis,"Thomas & Hinton, 1921",,,,,,Western Saharan Spiny Mouse,,,8,,3.1,2008,stable,N,,,
28,263,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,cahirinus,"(É. Geoffroy, 1803)",,,,,,"Cairo Spiny Mouse, Greater Wilfred's Mouse, Northeast African Spiny Mouse",,,8,,3.1,2008,stable,N,,,
29,264,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,cilicicus,"Spitzenberger, 1978",,,,,,Asia Minor Spiny Mouse,,,7,,3.1,2008,unknown,N,,,
30,265,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,cineraceus,"Heuglin, 1877",,,,,,"Gray Spiny Mouse, Grey Spiny Mouse",,,8,,3.1,2008,stable,N,,,
31,136471,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,dimidiatus,"(Cretzschmar, 1826)",,,,,,Arabian Spiny Mouse,,,8,,3.1,2008,unknown,N,,,
32,266,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,ignitus,"Dollman, 1910",,,,,,Fiery Spiny Mouse,,,8,,3.1,2008,stable,N,,,
33,44938,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,johannis,"Thomas, 1912",,,,,,"Johan's Spiny Mouse, Johans Spiny Mouse",,,8,,3.1,2008,stable,N,,,
34,267,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,kempi,"Dollman, 1911",,,,,,Kemp's Spiny Mouse,,,8,,3.1,2008,stable,N,,,
35,268,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,louisae,"Thomas, 1896",,,,,,Louise's Spiny Mouse,,,8,,3.1,2008,stable,N,,,
36,269,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,minous,"Bate, 1906",,,,,,"Cretan Spiny Mouse, CRETAN SPINY MOUSE, Crete Spiny Mouse, CRETE SPINY MOUSE, Spiny Mouse","Souris Épineuse De Crete, SOURIS ÉPINEUSE DE CRETE","Ratón Espinoso De Creta, RATÓN ESPINOSO DE CRETA",7,,3.1,2008,unknown,N,,,
37,270,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,mullah,"Thomas, 1904",,,,,,Mullah Spiny Mouse,,,8,,3.1,2008,unknown,N,,,
38,271,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,nesiotes,"Bate, 1903",,,,,,Cyprus Spiny Mouse,,,7,,3.1,2008,unknown,N,,,
39,272,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,percivali,"Dollman, 1911",,,,,,Percival's Spiny Mouse,,,8,,3.1,2008,stable,N,,,
40,273,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,russatus,"(Wagner, 1840)",,,,,,Golden Spiny Mouse,,,8,,3.1,2008,unknown,N,,,
41,44939,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,seurati,"Heim de Balsac, 1936",,,,,,"Seurat's Spiny Mouse, Seurats Spiny Mouse",,,8,,3.1,2008,stable,N,,,
42,274,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,spinosissimus,"Peters, 1852",,,,,,Spiny Mouse,,,8,,3.1,2008,stable,N,,,
43,275,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,subspinosus,"(Waterhouse, 1838)",,,,,,Cape Spiny Mouse,,,8,,3.1,2008,stable,N,,,
44,276,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Acomys,wilsoni,"Thomas, 1892",,,,,,Wilson's Spiny Mouse,,,8,,3.1,2008,stable,N,,,
45,278,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,OCTODONTIDAE,Aconaemys,fuscus,"(Waterhouse, 1842)",,,,,,Chilean Rock Rat,,,8,,3.1,2008,unknown,N,,,
46,136331,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,OCTODONTIDAE,Aconaemys,porteri,"Thomas, 1917",,,,,,,,,7,,3.1,2008,unknown,N,,,
47,279,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,OCTODONTIDAE,Aconaemys,sagei,"Pearson, 1984",,,,,,Sage's Rock Rat,,,7,,3.1,2008,unknown,N,,,
48,40584,,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,ACROBATIDAE,Acrobates,pygmaeus,"(Shaw, 1794)",,,,,,"Feathertail Glider, Pygmy Gliding Possum",,,8,,3.1,2008,stable,N,,,
49,512,,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Addax,nasomaculatus,"(de Blainville, 1816)",,,,,,Addax,Antilope Blanche,,3,A2cd; C1+2a(ii),3.1,2008,decreasing,N,,,
50,15595,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Aegialomys,galapagoensis,"(Waterhouse, 1839)",,,,,,Galapagos Rice Rat,,,5,D2,3.1,2008,unknown,N,,,
51,15616,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Aegialomys,xanthaeolus,"(Thomas, 1894)",,,,,,Yellowish Rice Rat,,,8,,3.1,2008,stable,N,,,
52,548,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Aepeomys,lugens,"(Thomas, 1896)",,,,,,Olive Montane Mouse,,,8,,3.1,2008,unknown,N,,,
53,136484,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Aepeomys,reigi,"Ochoa G., Aguilera, Pacheco & Soriano, 2001",,,,,,Reig's Aepeomys,,,5,B1ab(iii),3.1,2008,decreasing,N,,,
54,550,,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Aepyceros,melampus,"(Lichtenstein, 1812)",,,,,,"Black-faced Impala, Impala",,,8,,3.1,2008,stable,N,,,
55,40558,,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,POTOROIDAE,Aepyprymnus,rufescens,"(Gray, 1837)",,,,,,"Rufous Bettong, Rufous Rat-kangaroo",Kangourou-rat Roussâtre,,8,,3.1,2008,unknown,N,,,
56,555,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Aeretes,melanopterus,"(Milne-Edwards, 1867)",,,,,,"Groove-toothed Flying Squirrel, North Chinese Flying Squirrel, Northern Chinese Flying Squirrel",,,9,,3.1,2008,decreasing,N,,,
57,556,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Aeromys,tephromelas,"(Günther, 1873)",,,,,,"Black Flying Squirrel, Large Black Flying Squirrel",,,7,,3.1,2008,unknown,N,,,
58,557,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Aeromys,thomasi,"(Hose, 1900)",,,,,,"Thomas's Flying Squirrel, Thomass Flying Squirrel",,,7,,3.1,2008,unknown,N,,,
59,136541,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Aethalops,aequalis,"G.M. Allen, 1938",,,,,,Borneo Fruit Bat,,,8,,3.1,2008,unknown,N,,,
60,565,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Aethalops,alecto,"(Thomas, 1923)",,,,,,Pygmy Fruit Bat,,,8,,3.1,2008,unknown,N,,,
61,568,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,bocagei,"(Thomas, 1904)",,,,,,Bocage's Rock Rat,,,8,,3.1,2008,unknown,N,,,
62,569,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,chrysophilus,"(de Winton, 1897)",,,,,,Red Rock Rat,,,8,,3.1,2008,unknown,N,,,
63,570,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,granti,"(Wroughton, 1908)",,,,,,"Grant's Rock Mouse, Grant's Rock Rat",,,8,,3.1,2008,unknown,N,,,
64,571,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,hindei,"(Thomas, 1902)",,,,,,Hinde's Rock Rat,,,8,,3.1,2008,unknown,N,,,
65,44990,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,ineptus,"(Thomas & Wroughton, 1908)",,,,,,Tete Veld Aethomys,,,8,,3.1,2008,unknown,N,,,
66,572,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,kaiseri,"(Noack, 1887)",,,,,,Kaiser's Rock Rat,,,8,,3.1,2008,unknown,N,,,
67,573,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,namaquensis,"(A. Smith, 1834)",,,,,,Namaqua Rock Rat,,,8,,3.1,2008,stable,N,,,
68,574,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,nyikae,"(Thomas, 1897)",,,,,,Nyika Rock Rat,,,8,,3.1,2008,unknown,N,,,
69,567,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,silindensis,"Roberts, 1938",,,,,,"Selinda Veld Rat, Silinda Rock Rat",,,7,,3.1,2008,unknown,N,,,
70,575,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,stannarius,"(Thomas, 1913)",,,,,,Tinfields Rock Rat,,,7,,3.1,2008,unknown,N,,,
71,576,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Aethomys,thomasi,"(de Winton, 1897)",,,,,,Thomas's Rock Rat,,,8,,3.1,2008,unknown,N,,,
72,712,,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,URSIDAE,Ailuropoda,melanoleuca,"(David, 1869)",,,,,,Giant Panda,"Panda, Panda géant",Panda Gigante,4,C2a(i),3.1,2008,decreasing,N,,,
73,136218,,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,PHALANGERIDAE,Ailurops,melanotis,"(Thomas, 1898)",,,,,,Talaud Bear Cuscus,,,3,"B1ab(iii,v)",3.1,2008,decreasing,N,,,
74,40637,,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,PHALANGERIDAE,Ailurops,ursinus,"(Temminck, 1824)",,,,,,"Bear Cuscus, Bear Phalanger, Sulawesi Bear Cuscus",Grand Couscous De Célèbes,,5,A4bcd,3.1,2008,decreasing,N,,,
75,714,,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,AILURIDAE,Ailurus,fulgens,"F.G. Cuvier, 1825",,,,,,"Lesser Panda, Red Cat-bear, Red Panda","Panda Éclatant, Petit Panda","Panda Chico, Panda Rojo",5,C1,3.1,2008,decreasing,N,,,
76,723,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,aerosus,"Thomas, 1913",,,,,,Highland Grass Mouse,,,8,,3.1,2008,stable,N,,,
77,724,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,affinis,"(J.A. Allen, 1912)",,,,,,Colombian Grass Mouse,,,8,,3.1,2008,stable,N,,,
78,725,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,albiventer,"Thomas, 1897",,,,,,White-bellied Grass Mouse,,,8,,3.1,2008,stable,N,,,
79,136432,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,aliquantulus,"Díaz, Barquez, Braun & Mares, 1999",,,,,,Diminutive Akodont,,,7,,3.1,2008,unknown,N,,,
80,726,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,azarae,"(Fischer, 1829)",,,,,,Azara's Grass Mouse,,,8,,3.1,2008,stable,N,,,
81,727,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,bogotensis,"Thomas, 1895",,,,,,Bogota Grass Mouse,,,8,,3.1,2008,stable,N,,,
82,728,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,boliviensis,"Meyen, 1833",,,,,,Bolivian Grass Mouse,,,8,,3.1,2008,stable,N,,,
83,729,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,budini,"(Thomas, 1918)",,,,,,Budin's Grass Mouse,,,8,,3.1,2008,stable,N,,,
84,730,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,cursor,"(Winge, 1887)",,,,,,"Cursor Grass Mouse, Cusorial Akodont",,,8,,3.1,2008,unknown,N,,,
85,731,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,dayi,"Osgood, 1916",,,,,,Day's Grass Mouse,,,8,,3.1,2008,stable,N,,,
86,732,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,dolores,"Thomas, 1916",,,,,,"Córdoba Akodont, Dolorous Grass Mouse",,,8,,3.1,2008,stable,N,,,
87,733,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,fumeus,"Thomas, 1902",,,,,,Smoky Grass Mouse,,,8,,3.1,2008,stable,N,,,
88,736,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,iniscatus,"Thomas, 1919",,,,,,"Intelligent Grass Mouse, Patagonian Akodont",,,8,,3.1,2008,stable,N,,,
89,737,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,juninensis,"Myers, Patton & Smith, 1990",,,,,,Junin Grass Mouse,,,8,,3.1,2008,stable,N,,,
90,739,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,kofordi,"Myers & Patton, 1989",,,,,,Koford's Grass Mouse,,,8,,3.1,2008,unknown,N,,,
91,741,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,latebricola,"(Anthony, 1924)",,,,,,Ecuadorean Grass Mouse,,,5,B1ab(iii),3.1,2008,decreasing,N,,,
92,136729,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,leucolimnaeus,"Cabrera, 1926",,,,,,,,,7,,3.1,2008,decreasing,N,,,
93,742,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,lindberghi,"Hershkovitz, 1990",,,,,,Lindbergh's Grass Mouse,,,7,,3.1,2008,unknown,N,,,
94,753,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,lutescens,"J.A. Allen, 1901",,,,,,Altiplano Grass Mouse,,,8,,3.1,2008,stable,N,,,
95,746,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,mimus,"(Thomas, 1901)",,,,,,Thespian Grass Mouse,,,8,,3.1,2008,stable,N,,,
96,747,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,molinae,"Contreras, 1968",,,,,,Molina's Grass Mouse,,,8,,3.1,2008,decreasing,N,,,
97,748,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,mollis,"Thomas, 1894",,,,,,Soft Grass Mouse,,,8,,3.1,2008,stable,N,,,
98,136197,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,montensis,"Thomas, 1913",,,,,,Montane Akodont,,,8,,3.1,2008,decreasing,N,,,
99,136260,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,mystax,"Hershkovitz, 1998",,,,,,,,,7,,3.1,2008,decreasing,N,,,
100,749,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,neocenus,"Thomas, 1919",,,,,,"Neuquén Akodont, Neuquen Grass Mouse",,,7,,3.1,2008,unknown,N,,,
101,136408,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,oenos,"Braun, Mares & Ojeda, 2000",,,,,,Monte Akodont,,,7,,3.1,2008,decreasing,N,,,
102,752,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,orophilus,"Osgood, 1913",,,,,,El Dorado Grass Mouse,,,8,,3.1,2008,stable,N,,,
103,136483,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,paranaensis,"Christoff, Fagundes, Sbalqueiro, Mattevi & Yonenaga-Yassuda, 2000",,,,,,Paraná Akodont,,,8,,3.1,2008,unknown,N,,,
104,136676,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,pervalens,"Thomas, 1925",,,,,,Tarija Akodont,,,7,,3.1,2008,unknown,N,,,
105,136753,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,philipmyersi,"Pardiñas, D'Elia, Cirignoli & Suarez, 2005",,,,,,,,,7,,3.1,2008,unknown,N,,,
106,136693,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,reigi,"González, Langguth & Oliveira, 1998",,,,,,Reigs Akodont,,,8,,3.1,2008,stable,N,,,
107,755,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,sanctipaulensis,"Hershkovitz, 1990",,,,,,Sao Paulo Grass Mouse,,,7,,3.1,2008,unknown,N,,,
108,756,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,serrensis,"Thomas, 1902",,,,,,"Serrado Do Mar Grass Mouse, Serrado Mar Grass Mouse",,,8,,3.1,2008,unknown,N,,,
109,757,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,siberiae,"Myers & Patton, 1989",,,,,,Cochabamba Grass Mouse,,,9,,3.1,2008,decreasing,N,,,
110,758,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,simulator,"Thomas, 1916",,,,,,"Gray-bellied Grass Mouse, Gray-ellied Grass Mouse",,,8,,3.1,2008,stable,N,,,
111,759,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,spegazzinii,"Thomas, 1897",,,,,,Spegazzini's Grass Mouse,,,8,,3.1,2008,stable,N,,,
112,760,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,subfuscus,"Osgood, 1944",,,,,,Puno Grass Mouse,,,8,,3.1,2008,stable,N,,,
113,761,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,surdus,"Thomas, 1917",,,,,,Silent Grass Mouse,,,5,"B1ab(i,ii,iii)",3.1,2008,decreasing,N,,,
114,762,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,sylvanus,"Thomas, 1921",,,,,,Forest Grass Mouse,,,8,,3.1,2008,stable,N,,,
115,763,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,toba,"Thomas, 1921",,,,,,Chaco Grass Mouse,,,8,,3.1,2008,stable,N,,,
116,764,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,torques,"(Thomas, 1917)",,,,,,Cloud Forest Grass Mouse,,,8,,3.1,2008,stable,N,,,
117,766,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Akodon,varius,"Thomas, 1902",,,,,,Variable Grass Mouse,,,7,,3.1,2008,unknown,N,,,
118,811,,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Alcelaphus,buselaphus,"(Pallas, 1766)",,,,,,"Hartebeest, Swayne's Hartebeest",,,8,,3.1,2008,decreasing,N,,,
119,41782,,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Alces,alces,"(Linnaeus, 1758)",,,,,,"Elk, Eurasian Elk, Eurasian Moose, European Elk, Moose, Siberian Elk",Élan,Alce,8,,3.1,2008,increasing,N,,,
120,818,,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,CERVIDAE,Alces,americanus,"(Clinton, 1822)",,,,,,"Moose, Siberian Elk",,,8,,3.1,2008,stable,N,,,
121,843,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Alionycteris,paucidentata,"Kock, 1969",,,,,,Mindanao Pygmy Fruit Bat,,,8,,3.1,2008,stable,N,,,
122,851,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,DIPODIDAE,Allactaga,balikunica,"Hsia & Fang, 1964",,,,,,Balikun Jerboa,,,8,,3.1,2008,unknown,N,,,
