id,mammal_id,spcrecid,kingdom,phylum,class,order_team,family,genus,species,authority,infraspecific_rank,infraspecific_name,infraspecific_authority,stock_subpopulation,synonyms,common_names_eng,common_names_fre,common_names_spa,red_list_status_id,red_list_criteria,red_list_criteria_version,year_assessed,population_trend,petitioned,mass,guild,wpi_include
4376,19364,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,steini,"Rümmler, 1935",,,,,,"Small Spiny Rat, Stein's Rat",,,8,,3.1,2008,stable,N,,,
4377,19365,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,stoicus,"(Miller, 1902)",,,,,,Andaman Rat,,,5,D2,3.1,2008,stable,N,,,
4378,19366,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,tanezumi,"Temminck, 1844",,,,,,"Oriental House Rat, Tanezumi Rat",,,8,,3.1,2008,increasing,N,,,
4379,19319,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,tawitawiensis,"Musser & Heaney, 1985",,,,,,"Tawi-tawi Forest Rat, Tawitawi Forest Rat, Tawitawi Island Rat",,,7,,3.1,2008,unknown,N,,,
4380,19367,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,timorensis,"Kitchener, Aplin & Boeadi, 1991",,,,,,"Timor Forest Rat, Timor Rat",,,7,,3.1,2008,unknown,N,,,
4381,19368,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,tiomanicus,"(Miller, 1900)",,,,,,"Malayan Field Rat, Malaysian Field Rat",,,8,,3.1,2008,increasing,N,,,
4382,19369,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,tunneyi,"(Thomas, 1904)",,,,,,Pale Field Rat,,,8,,3.1,2008,unknown,N,,,
4383,20760,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,vandeuseni,"Taylor & Calaby, 1982",,,,,,Van Deusen's Rat,,,4,B1ab(iii),3.1,2008,decreasing,N,,,
4384,20761,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,verecundus,"(Thomas, 1904)",,,,,,Slender Rat,,,8,,3.1,2008,stable,N,,,
4386,19372,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rattus,xanthurus,"(Gray, 1867)",,,,,,"Northeastern Xanthurus Rat, Yellow-tailed Rat",,,5,"B1ab(ii,iii)",3.1,2008,decreasing,N,,,
4387,19376,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Ratufa,affinis,"(Raffles, 1821)",,,,,,"Cream-coloured Giant Squirrel, Pale Giant Squirrel","Écureuil De Raffles, Écureuil Géant Commun, Ratufe Dorée",,9,,3.1,2008,decreasing,N,,,
4389,19378,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Ratufa,indica,"(Erxleben, 1777)",,,,,,"Indian Giant Squirrel, Malabar Giant Squirrel",Écureuil Géant De L'Inde,,8,,3.1,2010,decreasing,N,,,
4390,19381,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Ratufa,macroura,"(Pennant, 1769)",,,,,,"Grizzled Giant Squirrel, Sri Lankan Giant Squirrel","Écureuil Géant De Ceylan, Écureuil Géant Gris",,9,,3.1,2008,decreasing,N,,,
4391,19390,,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Redunca,arundinum,"(Boddaert, 1785)",,,,,,"Common Reedbuck, Southern Reedbuck",,,8,,3.1,2008,stable,N,,,
4392,19391,,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Redunca,fulvorufula,"(Afzelius, 1815)",,,,,,"Mountain Reedbuck, Western Mountain Reedbuck",,,8,,3.1,2008,stable,N,,,
4393,19392,,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Redunca,redunca,"(Pallas, 1767)",,,,,,"Bohar Reedbuck, Bohor, Bohor Reedbuck",,,8,,3.1,2008,decreasing,N,,,
4394,19399,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodon,auritus,"(Fischer, 1814)",,,,,,Bunny Rat,,,8,,3.1,2008,stable,N,,,
4395,136583,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodon,typicus,"Waterhouse, 1837",,,,,,,,,8,,3.1,2008,stable,N,,,
4396,136821,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,bakeri,"Bradley, Mendez-Harclerode, Hamilton & Ceballos, 2004",,,,,,Baker's Small Toothed Harvest Mouse,,,4,B1ab(iii),3.1,2008,decreasing,N,,,
4397,19402,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,brevirostris,"Goodwin, 1943",,,,,,Short-nosed Harvest Mouse,,,8,,3.1,2008,stable,N,,,
4398,19403,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,burti,"Benson, 1939",,,,,,Sonoran Harvest Mouse,,,7,,3.1,2008,unknown,N,,,
4399,19404,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,chrysopsis,"Merriam, 1900",,,,,,Volcano Harvest Mouse,,,8,,3.1,2008,unknown,N,,,
4400,19405,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,creper,"Bangs, 1902",,,,,,Chiriqui Harvest Mouse,,,8,,3.1,2008,stable,N,,,
4401,19406,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,darienensis,"Pearson, 1939",,,,,,Darien Harvest Mouse,,,8,,3.1,2008,stable,N,,,
4402,19407,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,fulvescens,"J.A. Allen, 1894",,,,,,Fulvous Harvest Mouse,,,8,,3.1,2008,stable,N,,,
4403,19408,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,gracilis,"J.A. Allen & Chapman, 1897",,,,,,Slender Harvest Mouse,,,8,,3.1,2008,stable,N,,,
4404,19409,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,hirsutus,"Merriam, 1901",,,,,,Hairy Harvest Mouse,,,5,B1ab(iii),3.1,2008,decreasing,N,,,
4405,42678,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,humulis,"(Audubon & Bachman, 1941)",,,,,,Eastern Harvest Mouse,,,8,,3.1,2008,stable,N,,,
4406,19410,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,megalotis,"(Baird, 1857)",,,,,,"Southern Marsh Harvest Mouse, Western Harvest Mouse",,,8,,3.1,2008,stable,N,,,
4407,19411,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,mexicanus,"(Saussure, 1860)",,,,,,Mexican Harvest Mouse,,,8,,3.1,2008,stable,N,,,
4408,19412,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,microdon,"Merriam, 1901",,,,,,Small-toothed Harvest Mouse,,,8,,3.1,2010,decreasing,N,,,
4409,19413,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,montanus,"(Baird, 1855)",,,,,,Plains Harvest Mouse,,,8,,3.1,2008,stable,N,,,
4410,19414,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,paradoxus,"Jones & Genoways, 1970",,,,,,Nicaraguan Harvest Mouse,,,7,,3.1,2008,unknown,N,,,
4411,19401,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,raviventris,"Dixon, 1908",,,,,,Saltmarsh Harvest Mouse,,,4,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",3.1,2008,decreasing,N,,,
4412,19415,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,rodriguezi,"Goodwin, 1943",,,,,,Rodriguez's Harvest Mouse,,,8,,3.1,2008,stable,N,,,
4413,19416,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,spectabilis,"Jones & Lawlor, 1965",,,,,,Cozumel Harvest Mouse,,,3,A2bce,3.1,2008,decreasing,N,,,
4414,19417,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,sumichrasti,"(Saussure, 1861)",,,,,,"Sumachrasti's Harvest Mouse, Sumichrast's Harvest Mouse",,,8,,3.1,2008,stable,N,,,
4415,19418,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,tenuirostris,"Merriam, 1901",,,,,,Narrow-nosed Harvest Mouse,,,5,A2bc,3.1,2008,decreasing,N,,,
4416,19419,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Reithrodontomys,zacatecae,"Merriam, 1901",,,,,,Zacatecas Harvest Mouse,,,8,,3.1,2008,unknown,N,,,
4417,19436,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Rhabdomys,pumilio,"(Sparrman, 1784)",,,,,,"Four-striped Grass Mouse, Four-striped Grass Rat",,,8,,3.1,2008,stable,N,,,
4418,136521,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Rhagomys,longilingua,"Luna & Patterson, 2003",,,,,,,,,8,,3.1,2008,unknown,N,,,
4419,19454,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Rhagomys,rufescens,"(Thomas, 1886)",,,,,,Brazilian Arboreal Mouse,,,9,,3.1,2008,decreasing,N,,,
4420,19474,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Rheithrosciurus,macrotis,"(Gray, 1856)",,,,,,Tufted Ground Squirrel,,,5,A4cd,3.1,2008,decreasing,N,,,
4421,19484,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Rheomys,mexicanus,"Goodwin, 1959",,,,,,Mexican Water Mouse,,,4,B1ab(iii),3.1,2008,unknown,N,,,
4422,19485,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Rheomys,raptor,"Goldman, 1912",,,,,,Goldman's Water Mouse,,,8,,3.1,2008,stable,N,,,
4423,19486,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Rheomys,thomasi,"Dickey, 1928",,,,,,Thomas's Water Mouse,,,9,,3.1,2008,unknown,N,,,
4424,19487,,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Rheomys,underwoodi,"Thomas, 1906",,,,,,Underwood's Water Mouse,,,8,,3.1,2008,stable,N,,,
4425,19495,,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,RHINOCEROTIDAE,Rhinoceros,sondaicus,"Desmarest, 1822",,,,,,Javan Rhinoceros,Rhinocéros de la Sonde,Rinoceronte de Java,3,C2a(i); D,3.1,2008,unknown,N,,,
4465,136410,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,madurensis,"K. Andersen, 1918",,,,,,Madura Horseshoe Bat,,,4,"B1ab(ii,iii)",3.1,2008,decreasing,N,,,
4426,19496,,ANIMALIA,CHORDATA,MAMMALIA,PERISSODACTYLA,RHINOCEROTIDAE,Rhinoceros,unicornis,"Linnaeus, 1758",,,,,,"Greater One-horned Rhino, Great Indian Rhinoceros, Indian Rhinoceros",Rhinocéros unicorne de l'Inde,Rinoceronte Unicornio Índico,5,B1ab(iii),3.1,2008,increasing,N,,,
4427,19520,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,acuminatus,"Peters, 1871",,,,,,"Accuminate Horseshoe Bat, Acuminate Horseshoe Bat",,,8,,3.1,2008,unknown,N,,,
4428,19521,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,adami,"Aellen & Brosset, 1968",,,,,,Adam's Horseshoe Bat,,,7,,3.1,2008,unknown,N,,,
4429,19522,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,affinis,"Horsfield, 1823",,,,,,"Intermediate Horseshoe Bat, Intermediat Horseshoe Bat",,,8,,3.1,2008,stable,N,,,
4430,19523,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,alcyone,"Temminck, 1852",,,,,,Halcyon Horseshoe Bat,,,8,,3.1,2008,unknown,N,,,
4431,19525,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,arcuatus,"Peters, 1871",,,,,,Arcuate Horseshoe Bat,,,8,,3.1,2008,stable,N,,,
4432,40023,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,beddomei,"K. Andersen, 1905",,,,,,"Beddome's Horseshoe Bat, Lesser Woolly Horseshoe Bat",,,8,,3.1,2008,stable,N,,,
4433,19515,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,blasii,"Peters, 1866",,,,,,"BLASIUS' HORSESHOE BAT, Blasius's Horseshoe Bat",RHINOLOPHE DE BLASIUS,MURCIÉLAGO DÁLMATA DE HERRADURA,8,,3.1,2008,decreasing,N,,,
4434,19526,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,bocharicus,"Kastschenko & Akimov, 1917",,,,,,Bokhara Horseshoe Bat,,,8,,3.1,2008,stable,N,,,
4435,19527,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,borneensis,"Peters, 1861",,,,,,Bornean Horseshoe Bat,,,8,,3.1,2008,unknown,N,,,
4436,19528,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,canuti,"Thomas & Wroughton, 1909",,,,,,Canut's Horseshoe Bat,,,5,B1ab(iii),3.1,2008,decreasing,N,,,
4437,19529,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,capensis,"Lichtenstein, 1823",,,,,,Cape Horseshoe Bat,,,8,,3.1,2008,decreasing,N,,,
4438,19530,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,celebensis,"K. Andersen, 1905",,,,,,Sulawesi Horseshoe Bat,,,8,,3.1,2008,unknown,N,,,
4439,19531,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,clivosus,"Cretzschmar, 1828",,,,,,Geoffroy's Horseshoe Bat,,,8,,3.1,2008,unknown,N,,,
4440,19532,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,coelophyllus,"Peters, 1867",,,,,,Croslet Horseshoe Bat,,,8,,3.1,2008,unknown,N,,,
4441,19533,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,cognatus,"K. Andersen, 1906",,,,,,Andaman Horseshoe Bat,,,4,B1ab(iii)+2ab(iii),3.1,2008,decreasing,N,,,
4442,40037,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,convexus,"Csorba, 1997",,,,,,Convex Horseshoe Bat,,,7,,3.1,2008,unknown,N,,,
4443,19535,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,creaghi,"Thomas, 1896",,,,,,Creagh's Horseshoe Bat,,,8,,3.1,2008,decreasing,N,,,
4444,19536,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,darlingi,"K. Andersen, 1905",,,,,,Darling's Horseshoe Bat,,,8,,3.1,2008,unknown,N,,,
4445,19537,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,deckenii,"Peters, 1867",,,,,,Decken's Horseshoe Bat,,,9,,3.1,2008,decreasing,N,,,
4446,19538,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,denti,"Thomas, 1904",,,,,,Dent's Horseshoe Bat,,,8,,3.1,2008,unknown,N,,,
4447,19539,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,eloquens,"K. Andersen, 1905",,,,,,Eloquent Horseshoe Bat,,,8,,3.1,2008,unknown,N,,,
4448,19516,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,euryale,"Blasius, 1853",,,,,,Mediterranean Horseshoe Bat,Rhinolophe Euryale,Murciélago Mediterráneo De Herradura,9,,3.1,2008,decreasing,N,,,
4449,19540,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,euryotis,"Temminck, 1835",,,,,,"Broad-eared Horseshoe Bat, New Guinea Horseshoe Bat",,,8,,3.1,2008,unknown,N,,,
4450,19517,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,ferrumequinum,"(Schreber, 1774)",,,,,,Greater Horseshoe Bat,"Grand Rhinolophe Fer À Cheval, GRAND RHINOLOPHE FER À CHEVAL","Murciélago Grande De Herradura, MURCIÉLAGO GRANDE DE HERRADURA",8,,3.1,2008,decreasing,N,,,
4451,136644,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,formosae,"Sanborn, 1939",,,,,,Formosan Woolly Horseshoe Bat,,,9,,3.1,2008,decreasing,N,,,
4452,19541,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,fumigatus,"Rüppell, 1842",,,,,,Rüppell's Horseshoe Bat,,,8,,3.1,2008,unknown,N,,,
4453,19542,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,guineensis,"Eisentraut, 1960",,,,,,Guinean Horseshoe Bat,,,5,"B2ab(ii,iii)",3.1,2008,unknown,N,,,
4454,19543,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,hildebrandti,"Peters, 1878",,,,,,Hildebrandt's Horseshoe Bat,,,8,,3.1,2008,unknown,N,,,
4455,44781,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,hilli,"Aellen, 1973",,,,,,Hill's Horseshoe Bat,,,3,"B1ab(iii,v)+2ab(iii,v)",3.1,2010,decreasing,N,,,
4456,44782,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,hillorum,"Koopman, 1989",,,,,,"Hill's Horseshoe Bat, Upland Horseshoe Bat",,,9,,3.1,2010,decreasing,N,,,
4457,19518,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,hipposideros,"(Bechstein, 1800)",,,,,,Lesser Horseshoe Bat,Petit Rhinolophe fer à cheval,Murciélago Pequeño de Herradura,8,,3.1,2008,decreasing,N,,,
4458,19545,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,inops,"Andersen, 1905",,,,,,Philippine Forest Horseshoe Bat,,,8,,3.1,2008,stable,N,,,
4459,19577,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,keyensis,"Andersen, 1905",,,,,,"Insular Horseshoe Bat, Kai Horseshoe Bat",,,7,,3.1,2008,unknown,N,,,
4460,19546,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,landeri,"Martin, 1838",,,,,,Lander's Horseshoe Bat,,,8,,3.1,2008,unknown,N,,,
4461,19547,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,lepidus,"Blyth, 1844",,,,,,Blyth's Horseshoe Bat,,,8,,3.1,2008,unknown,N,,,
4462,19548,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,luctus,"Temminck, 1834",,,,,,"Great Woolly Horsehoe Bat, Woolly Horseshoe Bat",,,8,,3.1,2008,unknown,N,,,
4463,19549,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,maclaudi,"Pousargues, 1897",,,,,,Maclaud's Horseshoe Bat,,,4,B2ab(iii),3.1,2008,decreasing,N,,,
4464,19550,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,macrotis,"Blyth, 1844",,,,,,Big-eared Horseshoe Bat,,,8,,3.1,2008,stable,N,,,
5578,,125,ANIMALIA,CHORDATA,AVES,GALLIFORMES,MEGAPODIIDAE,Megapodius,laperouse,"Gaimard, 1823",,,,,,Micronesian Megapode,,,4,,,,,,,,
4466,44783,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,maendeleo,"Kock, Csorba & Howell, 2000",,,,,,Maendeleo Horseshoe Bat,,,7,,3.1,2008,unknown,N,,,
4467,19551,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,malayanus,"Bonhote, 1903",,,,,,Malayan Horseshoe Bat,,,8,,3.1,2008,stable,N,,,
4468,19552,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,marshalli,"Thonglongya, 1973",,,,,,Marshall's Horseshoe Bat,,,8,,3.1,2008,unknown,N,,,
4469,19553,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,megaphyllus,"Gray, 1834",,,,,,"Eastern Horseshoe Bat, Smaller Horseshoe Bat",,,8,,3.1,2008,unknown,N,,,
4470,19519,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,mehelyi,"Matschie, 1901",,,,,,Mehely's Horseshoe Bat,"Rhinolophe De Mehely, RHINOLOPHE DE MEHELY","Murciélago Mediano De Herradura, MURCIÉLAGO MEDIANO DE HERRADURA",5,A4c,3.1,2008,decreasing,N,,,
4471,19554,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,mitratus,"Blyth, 1844",,,,,,"Mitred Horseshoe Bat, Mitred Horseshow Bat",,,7,,3.1,2008,unknown,N,,,
4472,136248,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,montanus,"Goodwin, 1979",,,,,,Timorese Horseshoe Bat,,,7,,3.1,2008,unknown,N,,,
4473,19556,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,nereis,"K. Andersen, 1905",,,,,,"Anamban Horseshoe Bat, Neriad Horseshoe Bat",,,7,,3.1,2008,unknown,N,,,
4474,19557,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,osgoodi,"Sanborn, 1939",,,,,,Osgood's Horseshoe Bat,,,7,,3.1,2008,unknown,N,,,
4475,19558,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,paradoxolophus,"(Bourret, 1951)",,,,,,Bourret's Horseshoe Bat,,,8,,3.1,2008,unknown,N,,,
4476,19559,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,pearsonii,"Horsfield, 1851",,,,,,Pearson's Horseshoe Bat,,,8,,3.1,2008,unknown,N,,,
4477,19560,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,philippinensis,"Waterhouse, 1843",,,,,,Large-eared Horseshoe Bat,,,8,,3.1,2008,unknown,N,,,
4478,19561,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,pusillus,"Temminck, 1834",,,,,,Least Horseshoe Bat,,,8,,3.1,2008,unknown,N,,,
4479,19562,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,rex,"G.M. Allen, 1923",,,,,,King Horseshoe Bat,,,8,,3.1,2008,decreasing,N,,,
4480,136496,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,robinsoni,"K. Andersen, 1918",,,,,,"Peninsular Horseshoe Bat, Robinson's Horseshoe Bat",,,9,,3.1,2008,decreasing,N,,,
4481,19563,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,rouxii,"Temminck, 1835",,,,,,Rufous Horseshoe Bat,,,8,,3.1,2008,unknown,N,,,
4482,19564,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,rufus,"Eydoux & Gervais, 1836",,,,,,Large Rufous Horseshoe Bat,,,9,,3.1,2008,decreasing,N,,,
4483,44784,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,ruwenzorii,"Hill, 1942",,,,,,Ruwenzori Horseshoe Bat,,,5,"B1ab(ii,iii,iv,v)",3.1,2008,decreasing,N,,,
4484,44785,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,sakejiensis,"Cotterill, 2002",,,,,,Sakeji Horseshoe Bat,,,7,,3.1,2008,unknown,N,,,
4485,19565,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,sedulus,"K. Andersen, 1905",,,,,,"Lesser Woolly Horseshoe Bat, Lesser Wooly Horseshoe Bat",,,9,,3.1,2008,decreasing,N,,,
4486,19566,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,shameli,"Tate, 1943",,,,,,Shamel's Horseshoe Bat,,,8,,3.1,2008,unknown,N,,,
4487,136631,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,shortridgei,"K. Andersen, 1918",,,,,,Shortridge's Horseshoe Bat,,,8,,3.1,2008,unknown,N,,,
4488,136651,,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,RHINOLOPHIDAE,Rhinolophus,siamensis,"Gyldenstolpe, 1917",,,,,,Thai Horseshoe Bat,,,8,,3.1,2008,unknown,N,,,
